Frame,Car ID,Distance (m),Velocity (km/h),Timestamp (s)
1,0,11.32,0.0,1746835282.755
1,1,16.38,0.0,1746835282.755
1,2,21.41,0.0,1746835282.755
1,3,24.72,0.0,1746835282.755
1,5,41.03,0.0,1746835282.755
1,6,37.24,0.0,1746835282.755
1,7,38.4,0.0,1746835282.755
1,8,25.63,0.0,1746835282.755
1,9,31.2,0.0,1746835282.755
1,10,31.59,0.0,1746835282.755
2,0,16.25,-5.85,1746835285.787
2,1,11.34,5.98,1746835285.787
2,3,21.72,3.56,1746835285.787
2,4,23.22,0.0,1746835285.787
2,5,42.78,-2.08,1746835285.787
2,6,36.98,0.31,1746835285.787
2,7,24.22,16.84,1746835285.787
2,8,28.64,-3.57,1746835285.787
2,9,62.36,-37.0,1746835285.787
3,0,15.62,11.61,1746835285.982
3,1,11.34,0.06,1746835285.982
3,3,22.43,-13.02,1746835285.982
3,4,22.92,5.46,1746835285.982
3,5,37.47,97.9,1746835285.982
3,6,46.92,-183.39,1746835285.982
3,7,25.77,-28.58,1746835285.982
3,8,29.67,-19.03,1746835285.982
3,9,62.2,2.89,1746835285.982
4,0,10.99,92.44,1746835286.162
4,1,15.97,-92.44,1746835286.162
4,3,21.85,11.58,1746835286.162
4,4,24.3,-27.35,1746835286.162
4,5,38.15,-13.53,1746835286.162
4,6,45.54,27.47,1746835286.162
4,7,24.12,33.01,1746835286.162
4,8,29.79,-2.44,1746835286.162
4,9,25.82,725.86,1746835286.162
5,0,15.8,-92.61,1746835286.349
5,1,11.09,93.86,1746835286.349
5,3,23.8,-37.46,1746835286.349
5,4,46.6,-428.95,1746835286.349
5,5,34.42,71.79,1746835286.349
5,6,22.02,452.49,1746835286.349
5,7,22.7,27.15,1746835286.349
5,8,22.14,147.15,1746835286.349
5,9,30.13,-82.97,1746835286.349
5,10,28.35,3.24,1746835286.349
6,0,10.99,109.07,1746835286.508
6,1,15.41,-97.66,1746835286.508
6,2,23.73,-2.23,1746835286.508
6,4,22.56,544.08,1746835286.508
6,5,30.42,90.48,1746835286.508
6,6,44.2,-502.07,1746835286.508
6,7,23.6,-20.29,1746835286.508
6,8,35.55,-303.62,1746835286.508
6,9,28.42,38.66,1746835286.508
6,10,29.72,-31.07,1746835286.508
6,11,64.16,0.0,1746835286.508
7,0,10.97,0.39,1746835286.666
7,1,15.84,-9.96,1746835286.666
7,2,21.82,44.0,1746835286.666
7,3,31.79,-91.05,1746835286.666
7,5,23.69,154.36,1746835286.666
7,6,44.58,-8.78,1746835286.666
7,7,24.45,-19.51,1746835286.666
7,8,36.67,-25.67,1746835286.666
7,9,32.54,-94.42,1746835286.666
7,10,65.7,-824.54,1746835286.666
8,0,15.6,-109.38,1746835286.818
8,1,10.97,115.05,1746835286.818
8,2,22.92,-26.08,1746835286.818
8,4,47.01,-284.35,1746835286.818
8,5,22.29,33.01,1746835286.818
8,6,32.6,282.87,1746835286.818
8,7,36.85,-292.79,1746835286.818
8,8,24.85,279.23,1746835286.818
9,0,11.28,102.66,1746835286.97
9,1,15.41,-105.53,1746835286.97
9,2,22.75,3.98,1746835286.97
9,3,32.57,-9.17,1746835286.97
9,4,23.75,552.31,1746835286.97
9,5,25.36,-72.84,1746835286.97
9,6,46.5,-330.09,1746835286.97
9,7,37.0,-3.41,1746835286.97
10,0,11.12,3.81,1746835287.123
10,1,15.65,-5.6,1746835287.123
10,2,23.44,-16.06,1746835287.123
10,3,35.86,-77.02,1746835287.123
10,4,46.07,-522.21,1746835287.123
10,5,23.17,51.24,1746835287.123
10,6,23.97,527.2,1746835287.123
10,7,32.28,110.4,1746835287.123
10,8,22.46,28.12,1746835287.123
11,0,11.32,-4.7,1746835287.276
11,2,14.75,204.7,1746835287.276
11,3,23.6,288.67,1746835287.276
11,4,22.15,563.15,1746835287.276
11,5,40.96,-419.1,1746835287.276
11,6,33.29,-219.52,1746835287.276
11,7,34.53,-52.97,1746835287.276
11,8,24.38,-45.11,1746835287.276
12,0,11.37,-1.28,1746835287.424
12,1,15.46,2.31,1746835287.424
12,3,24.66,-25.76,1746835287.424
12,4,22.09,1.55,1746835287.424
12,5,23.79,417.47,1746835287.424
12,6,31.25,49.68,1746835287.424
12,7,36.1,-38.2,1746835287.424
12,8,45.21,-506.26,1746835287.424
13,0,11.32,1.26,1746835287.579
13,1,15.31,3.39,1746835287.579
13,3,22.04,61.25,1746835287.579
13,4,23.06,-22.6,1746835287.579
13,5,32.42,-201.5,1746835287.579
13,6,24.8,150.59,1746835287.579
13,7,44.44,-194.6,1746835287.579
13,8,34.7,245.23,1746835287.579
14,0,11.48,-3.9,1746835287.733
14,1,15.46,-3.37,1746835287.733
14,3,22.32,-6.59,1746835287.733
14,4,23.53,-10.94,1746835287.733
14,5,35.23,-65.35,1746835287.733
14,6,25.38,-13.47,1746835287.733
14,7,35.29,213.06,1746835287.733
14,8,48.03,-310.7,1746835287.733
15,0,11.81,-7.62,1746835287.888
15,1,16.31,-19.84,1746835287.888
15,3,22.84,-12.0,1746835287.888
15,4,24.21,-15.73,1746835287.888
15,5,28.3,160.74,1746835287.888
15,6,22.67,62.76,1746835287.888
15,7,35.05,5.62,1746835287.888
15,8,34.75,307.96,1746835287.888
15,9,46.73,-41.76,1746835287.888
15,10,33.04,96.12,1746835287.888
16,1,15.74,11.84,1746835288.062
16,2,11.67,14.1,1746835288.062
16,3,22.09,15.49,1746835288.062
16,4,36.1,-246.77,1746835288.062
16,5,22.57,118.79,1746835288.062
16,6,28.58,-122.7,1746835288.062
16,7,24.97,209.12,1746835288.062
16,8,35.22,-9.75,1746835288.062
16,9,44.62,43.81,1746835288.062
17,0,15.77,-40.9,1746835288.237
17,2,11.77,-2.11,1746835288.237
17,3,22.35,-5.38,1746835288.237
17,4,22.48,280.56,1746835288.237
17,5,34.46,-244.87,1746835288.237
17,6,35.05,-133.3,1746835288.237
17,7,25.38,-8.49,1746835288.237
17,8,45.38,-209.21,1746835288.237
17,9,28.85,324.67,1746835288.237
17,10,35.63,-26.72,1746835288.237
17,11,52.85,23.55,1746835288.237
18,0,15.54,4.92,1746835288.403
18,1,12.07,38.83,1746835288.403
18,3,23.25,-19.56,1746835288.403
18,4,28.45,-129.36,1746835288.403
18,5,22.62,256.55,1746835288.403
18,6,35.26,-4.47,1746835288.403
18,7,24.69,15.05,1746835288.403
18,8,36.27,197.58,1746835288.403
18,9,43.16,-310.09,1746835288.403
18,10,44.13,-184.22,1746835288.403
18,11,58.56,-123.71,1746835288.403
19,0,22.93,-159.55,1746835288.57
19,1,15.94,-83.62,1746835288.57
19,2,28.39,-179.75,1746835288.57
19,4,35.26,-147.03,1746835288.57
19,5,11.94,230.78,1746835288.57
19,6,23.39,256.42,1746835288.57
19,7,35.38,-230.94,1746835288.57
19,8,26.49,211.17,1746835288.57
19,9,57.21,-303.51,1746835288.57
19,10,41.34,60.12,1746835288.57
20,0,15.72,160.98,1746835288.731
20,2,12.61,352.37,1746835288.731
20,3,34.95,-128.38,1746835288.731
20,4,22.85,277.17,1746835288.731
20,5,22.84,-243.46,1746835288.731
20,6,28.28,-109.23,1746835288.731
20,7,26.42,200.17,1746835288.731
20,8,42.53,-358.3,1746835288.731
20,9,34.7,502.65,1746835288.731
20,10,53.63,-274.41,1746835288.731
21,0,16.58,-19.63,1746835288.888
21,1,12.41,39.91,1746835288.888
21,3,23.14,270.41,1746835288.888
21,4,38.72,-363.68,1746835288.888
21,5,21.82,23.44,1746835288.888
21,6,30.83,-58.46,1746835288.888
21,7,25.24,26.99,1746835288.888
21,8,36.07,148.04,1746835288.888
21,9,45.48,-246.82,1746835288.888
22,0,16.17,9.25,1746835289.046
22,1,13.82,-32.15,1746835289.046
22,3,30.17,-160.29,1746835289.046
22,4,37.76,21.83,1746835289.046
22,5,21.6,4.96,1746835289.046
22,6,23.97,156.33,1746835289.046
22,7,26.19,-21.6,1746835289.046
22,8,35.95,2.68,1746835289.046
22,9,41.1,99.92,1746835289.046
23,0,16.35,-4.0,1746835289.203
23,1,13.82,0.04,1746835289.203
23,3,33.17,-68.52,1746835289.203
23,4,24.17,311.24,1746835289.203
23,5,23.0,-32.08,1746835289.203
23,6,25.92,-44.53,1746835289.203
23,7,36.33,-232.22,1746835289.203
23,8,43.4,-170.46,1746835289.203
23,9,27.78,304.88,1746835289.203
23,10,55.42,-13.64,1746835289.203
23,11,49.34,41.48,1746835289.203
23,12,33.51,0.0,1746835289.203
24,0,16.16,4.24,1746835289.363
24,1,33.58,-443.67,1746835289.363
24,3,13.8,434.71,1746835289.363
24,4,22.05,47.56,1746835289.363
24,5,24.73,-38.87,1746835289.363
24,6,31.99,-136.39,1746835289.363
24,7,25.61,240.59,1746835289.363
24,8,36.43,156.35,1746835289.363
24,9,26.24,34.63,1746835289.363
24,10,46.62,197.5,1746835289.363
24,11,44.89,99.82,1746835289.363
24,12,14.18,434.0,1746835289.363
25,0,16.15,0.09,1746835289.521
25,2,34.22,-98.42,1746835289.521
25,3,23.78,-227.38,1746835289.521
25,4,14.04,182.71,1746835289.521
25,5,43.69,-432.21,1746835289.521
25,6,22.32,220.52,1746835289.521
25,7,28.4,-63.52,1746835289.521
25,8,36.75,-7.2,1746835289.521
25,9,13.86,282.08,1746835289.521
25,10,28.36,416.17,1746835289.521
25,11,24.4,467.07,1746835289.521
26,0,15.64,11.65,1746835289.681
26,1,33.89,-3.51,1746835289.681
26,2,23.47,241.73,1746835289.681
26,3,14.81,201.69,1746835289.681
26,4,21.94,-177.81,1746835289.681
26,5,27.78,357.74,1746835289.681
26,6,42.23,-447.93,1746835289.681
26,7,38.9,-236.17,1746835289.681
26,8,26.04,240.84,1746835289.681
26,9,37.08,-522.24,1746835289.681
26,11,43.16,-421.78,1746835289.681
26,12,50.53,-411.48,1746835289.681
27,0,32.26,-368.25,1746835289.844
27,1,24.02,218.58,1746835289.844
27,2,22.27,26.71,1746835289.844
27,3,15.29,-10.69,1746835289.844
27,4,28.25,-139.63,1746835289.844
27,5,42.61,-328.44,1746835289.844
27,6,43.95,-38.09,1746835289.844
27,8,37.5,-253.88,1746835289.844
27,9,27.59,210.21,1746835289.844
27,10,15.04,148.62,1746835289.844
27,11,30.26,285.73,1746835289.844
27,12,39.37,247.09,1746835289.844
27,13,14.75,0.0,1746835289.844
28,0,15.24,383.28,1746835290.004
28,1,33.04,-203.0,1746835290.004
28,2,22.1,3.73,1746835290.004
28,3,17.52,-50.06,1746835290.004
28,4,25.17,69.41,1746835290.004
28,5,40.93,38.02,1746835290.004
28,6,36.56,166.51,1746835290.004
28,7,24.24,163.72,1746835290.004
28,8,25.92,260.83,1746835290.004
28,9,44.07,-370.92,1746835290.004
28,10,34.13,-429.63,1746835290.004
28,11,27.38,64.77,1746835290.004
29,0,15.92,-15.17,1746835290.166
29,1,23.75,206.26,1746835290.166
29,2,27.74,-125.26,1746835290.166
29,4,41.8,-369.6,1746835290.166
29,5,34.49,143.01,1746835290.166
29,6,36.54,0.42,1746835290.166
29,7,22.76,32.93,1746835290.166
29,8,44.26,-407.5,1746835290.166
29,9,26.53,389.6,1746835290.166
29,10,30.07,90.12,1746835290.166
29,11,31.34,-88.04,1746835290.166
29,12,31.62,86.63,1746835290.166
30,0,16.07,-3.42,1746835290.325
30,1,34.58,-245.7,1746835290.325
30,2,23.81,89.08,1746835290.325
30,3,26.52,-101.06,1746835290.325
30,4,22.84,430.3,1746835290.325
30,5,41.35,-155.54,1746835290.325
30,6,42.33,-131.28,1746835290.325
30,7,35.92,-298.64,1746835290.325
30,8,25.48,426.03,1746835290.325
30,9,30.61,-92.43,1746835290.325
30,11,33.86,-57.2,1746835290.325
30,12,54.11,-510.28,1746835290.325
30,13,58.14,-325.03,1746835290.325
30,14,28.44,0.0,1746835290.325
31,1,33.32,21.43,1746835290.537
31,2,16.48,124.23,1746835290.537
31,3,23.3,54.58,1746835290.537
31,4,40.13,-293.2,1746835290.537
31,5,41.61,-4.46,1746835290.537
31,6,34.64,130.35,1746835290.537
31,7,32.07,65.18,1746835290.537
31,8,24.05,24.33,1746835290.537
31,9,28.28,39.49,1746835290.537
31,10,60.34,-293.69,1746835290.537
32,0,16.0,0.69,1746835290.696
32,1,36.05,-61.89,1746835290.696
32,2,34.23,-402.52,1746835290.696
32,4,22.78,393.42,1746835290.696
32,5,43.26,-37.53,1746835290.696
32,6,25.27,212.39,1746835290.696
32,7,42.21,-230.0,1746835290.696
32,8,23.23,18.47,1746835290.696
32,9,27.74,12.17,1746835290.696
32,10,59.12,27.65,1746835290.696
32,11,29.97,37.79,1746835290.696
32,12,37.34,162.7,1746835290.696
33,0,16.4,-9.44,1746835290.849
33,1,37.9,-43.38,1746835290.849
33,2,34.85,-14.53,1746835290.849
33,3,22.98,3.71,1746835290.849
33,4,22.17,14.48,1746835290.849
33,6,43.51,-427.38,1746835290.849
33,7,49.39,-168.24,1746835290.849
33,8,27.88,-108.95,1746835290.849
33,9,28.53,-18.42,1746835290.849
33,10,28.53,716.98,1746835290.849
33,11,32.85,-67.69,1746835290.849
33,12,45.4,-188.8,1746835290.849
33,13,51.25,47.22,1746835290.849
33,14,62.73,-235.24,1746835290.849
33,15,28.78,0.0,1746835290.849
34,0,16.29,2.19,1746835291.034
34,2,34.37,9.49,1746835291.034
34,3,23.79,-15.78,1746835291.034
34,4,23.03,-16.78,1746835291.034
34,5,42.29,10.35,1746835291.034
34,6,48.55,-98.16,1746835291.034
34,7,32.69,325.16,1746835291.034
34,8,26.32,30.42,1746835291.034
34,9,27.88,12.51,1746835291.034
34,10,29.13,-11.59,1746835291.034
34,11,65.03,-626.37,1746835291.034
34,12,61.54,-314.27,1746835291.034
35,0,33.87,-402.0,1746835291.192
35,2,16.06,418.66,1746835291.192
35,3,44.82,-481.17,1746835291.192
35,4,24.4,-31.34,1746835291.192
35,5,22.44,454.11,1746835291.192
35,6,41.35,164.6,1746835291.192
35,7,26.71,136.78,1746835291.192
35,9,36.34,-193.48,1746835291.192
35,10,32.5,-77.26,1746835291.192
35,11,68.96,-89.91,1746835291.192
36,0,15.97,400.36,1746835291.353
36,1,32.1,41.49,1746835291.353
36,3,37.09,172.97,1746835291.353
36,4,48.83,-546.49,1746835291.353
36,5,25.61,-70.84,1746835291.353
36,6,24.68,373.03,1746835291.353
36,7,45.07,-410.67,1746835291.353
36,8,46.76,-231.24,1746835291.353
36,9,22.54,308.89,1746835291.353
36,10,67.58,-784.71,1746835291.353
36,11,28.89,896.48,1746835291.353
36,12,31.15,343.65,1746835291.353
36,13,23.11,201.35,1746835291.353
37,0,15.4,12.74,1746835291.515
37,2,21.66,-62.32,1746835291.515
37,3,26.23,241.11,1746835291.515
37,4,37.07,260.82,1746835291.515
37,5,23.77,40.78,1746835291.515
37,6,56.69,-710.47,1746835291.515
37,7,44.84,5.0,1746835291.515
37,8,39.21,167.67,1746835291.515
37,9,59.11,-811.79,1746835291.515
37,10,62.47,113.44,1746835291.515
38,0,15.62,-5.22,1746835291.671
38,1,24.39,87.12,1746835291.671
38,3,21.68,104.75,1746835291.671
38,4,36.69,8.72,1746835291.671
38,5,37.15,-308.07,1746835291.671
38,6,44.64,277.42,1746835291.671
38,7,57.47,-290.74,1746835291.671
38,8,58.59,-446.24,1746835291.671
38,9,62.64,-81.29,1746835291.671
38,10,30.35,739.27,1746835291.671
38,11,26.14,31.05,1746835291.671
38,12,31.85,-7.86,1746835291.671
38,13,30.64,-85.1,1746835291.671
38,14,38.11,107.84,1746835291.671
39,0,15.27,7.76,1746835291.835
39,1,35.0,-232.97,1746835291.835
39,2,24.41,-30.89,1746835291.835
39,3,45.51,-523.2,1746835291.835
39,4,22.71,306.85,1746835291.835
39,5,52.82,-343.8,1746835291.835
39,6,39.06,122.36,1746835291.835
39,8,26.31,708.61,1746835291.835
39,9,64.95,-50.75,1746835291.835
39,10,68.61,-839.61,1746835291.835
39,11,30.44,-94.53,1746835291.835
39,12,24.66,157.72,1746835291.835
40,0,31.35,-359.47,1746835291.996
40,1,23.89,248.43,1746835291.996
40,2,15.34,202.71,1746835291.996
40,3,56.34,-241.98,1746835291.996
40,4,22.71,0.08,1746835291.996
40,6,27.76,252.68,1746835291.996
40,7,50.47,77.62,1746835291.996
40,8,37.88,-258.71,1746835291.996
40,9,32.2,732.19,1746835291.996
40,10,69.99,-30.97,1746835291.996
40,11,23.74,149.84,1746835291.996
41,0,15.16,372.01,1746835292.153
41,2,33.16,-409.42,1746835292.153
41,3,24.57,730.04,1746835292.153
41,4,54.24,-724.53,1746835292.153
41,5,24.95,315.8,1746835292.153
41,6,35.1,-168.74,1746835292.153
41,7,22.41,644.67,1746835292.153
41,8,52.34,-332.15,1746835292.153
41,9,48.24,-368.6,1746835292.153
41,10,28.36,956.68,1746835292.153
41,11,26.43,-61.79,1746835292.153
41,13,71.84,-307.88,1746835292.153
41,14,32.04,45.41,1746835292.153
41,15,40.37,-32.0,1746835292.153
42,0,15.18,-0.32,1746835292.326
42,2,34.13,-20.2,1746835292.326
42,3,22.2,49.07,1746835292.326
42,4,29.04,522.53,1746835292.326
42,5,23.01,40.11,1746835292.326
42,6,36.9,-37.29,1746835292.326
42,7,51.13,-595.55,1746835292.326
42,8,66.49,-293.6,1746835292.326
42,9,29.97,378.89,1746835292.326
42,10,63.55,-729.86,1746835292.326
42,11,25.1,27.5,1746835292.326
42,12,54.08,-215.57,1746835292.326
42,13,30.89,849.31,1746835292.326
42,14,29.31,56.5,1746835292.326
43,0,15.7,-12.12,1746835292.483
43,1,33.73,-72.85,1746835292.483
43,2,23.81,237.85,1746835292.483
43,3,22.29,-2.01,1746835292.483
43,5,49.11,-601.71,1746835292.483
43,6,38.77,-43.0,1746835292.483
43,7,28.04,532.35,1746835292.483
43,8,71.86,-123.81,1746835292.483
44,0,32.07,-374.03,1746835292.64
44,1,23.84,226.05,1746835292.64
44,2,15.72,184.95,1746835292.64
44,3,22.52,-5.22,1746835292.64
44,4,53.52,-280.9,1746835292.64
44,6,37.89,20.01,1746835292.64
44,7,56.69,-654.5,1746835292.64
44,8,25.15,1067.15,1746835292.64
44,9,82.55,-603.34,1746835292.64
44,10,32.91,351.64,1746835292.64
44,11,55.56,-349.5,1746835292.64
45,0,30.87,27.46,1746835292.798
45,1,23.66,4.13,1746835292.798
45,3,56.92,-785.67,1746835292.798
45,4,14.52,890.6,1746835292.798
45,5,51.45,-26.75,1746835292.798
45,6,21.73,368.96,1746835292.798
45,7,38.39,417.78,1746835292.798
45,8,24.73,9.72,1746835292.798
46,0,30.9,-0.71,1746835292.961
46,1,23.87,-4.59,1746835292.961
46,2,15.64,0.83,1746835292.961
46,3,52.68,93.41,1746835292.961
46,4,51.9,-823.32,1746835292.961
46,5,25.25,577.19,1746835292.961
46,6,39.16,-383.78,1746835292.961
46,7,22.44,351.46,1746835292.961
46,9,27.97,611.95,1746835292.961
47,0,30.91,-0.12,1746835293.116
47,1,23.83,0.82,1746835293.116
47,2,15.41,5.37,1746835293.116
47,3,25.28,638.6,1746835293.116
47,4,51.43,10.98,1746835293.116
47,5,52.73,-640.42,1746835293.116
47,6,22.72,382.99,1746835293.116
47,7,35.87,-313.08,1746835293.116
47,8,67.35,-482.68,1746835293.116
47,9,23.28,109.28,1746835293.116
47,10,29.89,22.88,1746835293.116
48,0,15.73,335.23,1746835293.279
48,1,23.59,5.32,1746835293.279
48,2,33.77,-405.42,1746835293.279
48,3,25.04,5.32,1746835293.279
48,4,37.03,318.28,1746835293.279
48,5,22.5,667.73,1746835293.279
48,6,53.02,-669.34,1746835293.279
48,7,60.17,-536.92,1746835293.279
48,8,28.28,863.13,1746835293.279
48,9,32.43,-202.2,1746835293.279
48,10,25.67,93.18,1746835293.279
48,11,30.22,142.85,1746835293.279
48,12,41.8,46.43,1746835293.279
49,0,34.31,-429.54,1746835293.434
49,1,15.45,188.15,1746835293.434
49,2,23.02,248.37,1746835293.434
49,4,27.14,228.55,1746835293.434
49,5,36.48,-323.27,1746835293.434
49,6,22.98,694.67,1746835293.434
49,7,63.48,-76.44,1746835293.434
49,8,24.76,81.45,1746835293.434
49,9,22.62,226.84,1746835293.434
49,10,48.22,-521.4,1746835293.434
49,11,54.14,-552.93,1746835293.434
49,12,33.59,190.03,1746835293.434
49,13,30.24,2.11,1746835293.434
50,0,15.93,413.14,1746835293.595
50,1,32.44,-381.93,1746835293.595
50,2,24.32,-29.07,1746835293.595
50,3,39.09,-160.16,1746835293.595
50,4,27.47,-7.29,1746835293.595
50,5,22.2,321.14,1746835293.595
50,6,24.95,-44.34,1746835293.595
50,7,57.79,127.88,1746835293.595
50,8,48.07,-523.96,1746835293.595
50,9,32.82,-229.13,1746835293.595
51,0,31.85,-371.22,1746835293.749
51,1,15.74,389.46,1746835293.749
51,3,24.92,330.31,1746835293.749
51,4,22.0,127.53,1746835293.749
51,5,39.79,-410.28,1746835293.749
51,6,60.19,-821.62,1746835293.749
51,7,28.35,686.42,1746835293.749
51,8,25.47,526.9,1746835293.749
51,9,48.7,-370.33,1746835293.749
51,10,50.97,-31.56,1746835293.749
52,1,30.54,-345.54,1746835293.903
52,2,15.77,99.77,1746835293.903
52,3,25.17,-5.73,1746835293.903
52,4,22.0,-0.01,1746835293.903
52,5,56.78,-396.79,1746835293.903
52,6,39.19,490.29,1746835293.903
52,7,49.48,-493.31,1746835293.903
52,8,25.57,-2.26,1746835293.903
52,9,52.58,-90.75,1746835293.903
52,10,44.13,159.85,1746835293.903
53,1,30.98,-10.69,1746835294.051
53,2,15.57,4.79,1746835294.051
53,3,24.51,16.2,1746835294.051
53,4,21.95,1.23,1746835294.051
53,5,51.36,132.15,1746835294.051
53,6,24.1,367.52,1746835294.051
53,7,39.99,231.11,1746835294.051
53,8,25.74,-4.12,1746835294.051
53,9,51.0,38.49,1746835294.051
53,10,62.37,-444.47,1746835294.051
54,1,15.75,342.67,1746835294.211
54,2,30.25,-330.37,1746835294.211
54,3,24.24,6.03,1746835294.211
54,4,21.98,-0.75,1746835294.211
54,5,38.39,291.77,1746835294.211
54,6,50.59,-596.14,1746835294.211
54,7,26.69,299.34,1746835294.211
54,8,24.38,30.61,1746835294.211
54,9,50.4,13.48,1746835294.211
54,10,63.46,-24.39,1746835294.211
55,0,15.69,94.0,1746835294.368
55,1,30.64,-341.27,1746835294.368
55,3,24.65,-9.54,1746835294.368
55,4,22.33,-8.12,1746835294.368
55,5,54.35,-365.67,1746835294.368
55,6,41.06,218.37,1746835294.368
55,7,51.6,-570.8,1746835294.368
55,8,32.18,-178.83,1746835294.368
55,9,40.39,229.46,1746835294.368
55,10,64.51,-24.19,1746835294.368
56,0,16.02,-7.36,1746835294.531
56,2,23.76,72.87,1746835294.531
56,3,32.65,-176.05,1746835294.531
56,4,22.04,6.47,1746835294.531
56,5,53.55,17.52,1746835294.531
56,6,27.63,295.86,1746835294.531
56,7,42.57,198.68,1746835294.531
56,8,52.43,-445.84,1746835294.531
56,9,60.07,-433.2,1746835294.531
56,10,28.95,783.08,1746835294.531
57,0,15.85,3.88,1746835294.687
57,2,32.78,-208.26,1746835294.687
57,3,23.98,200.12,1746835294.687
57,4,22.25,-4.75,1746835294.687
57,5,54.95,-32.26,1746835294.687
57,6,27.16,10.86,1746835294.687
57,7,34.64,183.18,1746835294.687
57,8,53.38,-21.96,1746835294.687
57,9,66.8,-155.39,1746835294.687
58,0,16.07,-4.7,1746835294.852
58,1,32.89,-16.69,1746835294.852
58,2,24.23,186.45,1746835294.852
58,4,29.39,-155.72,1746835294.852
58,5,57.43,-54.12,1746835294.852
58,6,51.77,-536.69,1746835294.852
58,7,36.07,-31.1,1746835294.852
58,8,23.14,659.32,1746835294.852
58,9,25.43,901.75,1746835294.852
58,10,26.59,26.4,1746835294.852
59,0,15.7,7.97,1746835295.017
59,1,31.62,27.69,1746835295.017
59,2,23.28,20.74,1746835295.017
59,3,34.24,-111.96,1746835295.017
59,4,22.97,140.46,1746835295.017
59,6,50.57,26.42,1746835295.017
59,7,25.54,230.33,1746835295.017
59,8,35.55,-271.28,1746835295.017
59,9,27.09,-36.16,1746835295.017
59,10,67.41,-892.73,1746835295.017
59,11,54.89,-1.72,1746835295.017
59,13,32.41,-4.93,1746835295.017
60,0,31.6,-323.88,1746835295.194
60,1,16.13,315.68,1746835295.194
60,2,23.09,3.92,1746835295.194
60,3,30.5,76.24,1746835295.194
60,4,36.16,-268.87,1746835295.194
60,5,23.78,355.0,1746835295.194
60,6,50.46,2.21,1746835295.194
60,7,24.17,27.91,1746835295.194
60,9,25.35,35.41,1746835295.194
60,10,55.16,249.72,1746835295.194
60,11,73.73,-383.88,1746835295.194
60,12,21.59,24.55,1746835295.194
60,13,32.48,-1.4,1746835295.194
61,0,31.29,6.71,1746835295.361
61,1,16.09,0.83,1746835295.361
61,2,23.54,-9.86,1746835295.361
61,3,31.37,-18.86,1746835295.361
61,4,23.93,263.91,1746835295.361
61,5,37.15,-288.4,1746835295.361
61,6,49.75,15.17,1746835295.361
61,8,52.28,-175.38,1746835295.361
61,10,25.94,630.28,1746835295.361
61,11,66.48,156.47,1746835295.361
61,12,32.87,-243.36,1746835295.361
61,13,51.78,-416.49,1746835295.361
61,14,25.42,4.61,1746835295.361
62,0,30.4,18.95,1746835295.53
62,1,16.28,-3.95,1746835295.53
62,2,23.08,9.91,1746835295.53
62,3,29.25,44.93,1746835295.53
62,5,22.69,307.0,1746835295.53
62,6,49.03,15.38,1746835295.53
62,7,38.12,-149.38,1746835295.53
62,8,24.48,590.52,1746835295.53
62,10,52.53,-564.76,1746835295.53
62,11,25.71,865.84,1746835295.53
62,12,24.35,180.96,1746835295.53
63,0,31.24,-18.92,1746835295.691
63,1,16.16,2.62,1746835295.691
63,2,23.54,-10.45,1746835295.691
63,3,24.97,95.86,1746835295.691
63,4,26.61,-29.16,1746835295.691
63,5,52.77,-672.52,1746835295.691
63,8,22.96,33.94,1746835295.691
63,9,38.19,-92.96,1746835295.691
63,10,48.94,80.28,1746835295.691
63,11,22.26,77.23,1746835295.691
64,0,31.63,-8.76,1746835295.848
64,1,15.99,3.91,1746835295.848
64,2,24.11,-13.05,1746835295.848
64,4,30.25,-83.59,1746835295.848
64,5,37.8,343.49,1746835295.848
64,6,54.54,-62.43,1746835295.848
64,7,25.3,145.29,1746835295.848
64,8,22.19,17.77,1746835295.848
64,9,50.55,-283.62,1746835295.848
65,0,30.57,24.04,1746835296.006
65,1,15.99,0.0,1746835296.006
65,2,23.95,3.65,1746835296.006
65,3,56.29,-358.21,1746835296.006
65,4,22.13,185.03,1746835296.006
65,6,30.27,553.08,1746835296.006
65,7,36.32,-251.09,1746835296.006
65,8,26.52,-98.77,1746835296.006
65,10,53.78,-55.35,1746835296.006
66,0,31.37,-18.29,1746835296.164
66,1,15.97,0.34,1746835296.164
66,2,24.68,-16.54,1746835296.164
66,3,21.69,790.28,1746835296.164
66,4,54.8,-746.08,1746835296.164
66,5,54.13,-186.29,1746835296.164
66,6,37.38,-162.34,1746835296.164
66,7,34.25,47.16,1746835296.164
66,9,26.34,276.1,1746835296.164
66,10,27.39,602.63,1746835296.164
67,0,31.67,-6.54,1746835296.328
67,1,15.94,0.84,1746835296.328
67,2,24.56,2.55,1746835296.328
67,3,21.45,5.26,1746835296.328
67,4,50.12,102.81,1746835296.328
67,5,56.59,-53.87,1746835296.328
67,6,33.21,91.52,1746835296.328
67,7,25.3,196.4,1746835296.328
67,8,38.34,-132.3,1746835296.328
67,9,26.64,-6.56,1746835296.328
67,12,46.56,-100.26,1746835296.328
68,0,30.42,28.97,1746835296.483
68,1,15.75,4.32,1746835296.483
68,2,23.7,20.09,1746835296.483
68,3,21.6,-3.68,1746835296.483
68,4,46.6,81.69,1746835296.483
68,5,24.95,734.3,1746835296.483
68,6,56.45,-539.3,1746835296.483
68,7,27.07,-41.1,1746835296.483
